Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW58,OUT049,1654.205573831427
FDW14,OUT017,1372.3925974154997
NCN55,OUT010,576.5296694641713
FDQ58,OUT017,2472.0376179747723
FDY38,OUT027,5857.597972329998
FDH56,OUT046,1921.7907656040197
FDL48,OUT018,764.0269574125308
FDC48,OUT027,2146.525176870648
FDN33,OUT045,1515.6459467802667
FDA36,OUT017,3105.7444577241577
FDT44,OUT017,1919.0270346283994
FDQ56,OUT045,1369.4535778976015
NCC54,OUT019,576.6102842373286
FDU11,OUT049,2021.4909852681103
DRL59,OUT013,867.6745657448499
FDM24,OUT049,2436.349859832486
FDI57,OUT045,3053.8050081719175
DRC12,OUT018,2988.1938586934157
NCM42,OUT027,2912.9152775178204
FDA46,OUT010,506.1882627746231
FDA31,OUT013,2837.593456588221
NCJ31,OUT035,3837.041085601668
FDG52,OUT046,775.3559117729185
NCL19,OUT019,287.83029739518656
FDS10,OUT035,2978.81629778815
FDX22,OUT010,567.1539051649575
NCF19,OUT035,757.3632835443043
NCE06,OUT046,2539.4022012885766
DRC27,OUT046,3872.412629393069
FDE21,OUT035,1936.3687903230268
NCR42,OUT019,131.1570913680243
FDX51,OUT018,3016.92163024809
NCR06,OUT018,612.5025079978292
FDU31,OUT027,5859.76490657432
FDU59,OUT017,2544.484404812106
FDR03,OUT027,5859.76490657432
FDS49,OUT027,2003.0488496287405
FDD48,OUT010,268.5649287829187
NCF18,OUT017,3037.548279143284
NCD43,OUT027,2859.191266995825
NCD54,OUT018,2114.4510827174117
FDY19,OUT010,268.3702755688616
NCY54,OUT017,2850.4214607960894
NCL19,OUT018,2450.837412316336
FDP23,OUT010,573.4795482316066
FDC26,OUT013,1753.2669955029241
FDR14,OUT010,131.1570913680243
NCS41,OUT035,3123.5664220485296
FDF41,OUT035,3878.0824245835165
FDU34,OUT046,2050.1824961064876
DRH11,OUT046,961.1489596365582
FDM03,OUT013,1652.986379041515
FDS31,OUT017,3050.242407912632
FDJ20,OUT017,2007.7081024097358
FDV44,OUT027,5174.838715775168
FDG02,OUT049,3125.8244683265534
FDA09,OUT013,2989.6191232291108
FDT04,OUT013,702.982666167407
FDL58,OUT019,574.0778044464877
FDE52,OUT045,1386.871584733076
FDW12,OUT035,2467.5234413591525
FDL51,OUT017,3696.961498226604
NCY42,OUT027,2992.2599558290494
FDR07,OUT017,1543.9285805045856
FDN40,OUT045,2453.837802539808
FDB35,OUT027,2692.09432849625
FDA22,OUT017,2529.5366750551025
NCL06,OUT046,4084.959776997899
FDI35,OUT013,3062.391197056112
NCW42,OUT045,3774.3044841341048
NCX06,OUT049,2991.6144012617137
FDC37,OUT027,2886.021765602853
FDZ14,OUT018,1948.212711807068
DRG49,OUT049,3863.8721437060776
NCG06,OUT045,4068.878144486046
DRC36,OUT045,2852.2722372131816
FDV21,OUT019,279.4308042235109
FDB53,OUT046,2499.86202281844
DRP47,OUT019,574.8985834648054
FDA14,OUT013,2467.6754051560074
DRC24,OUT035,2540.223389246501
FDW21,OUT018,1611.6500543419563
NCH29,OUT046,1545.0537694535728
FDU58,OUT013,3111.0833956933243
FDY27,OUT017,2877.079217494374
FDV56,OUT035,1661.98211212648
FDT59,OUT046,3814.866313933695
FDB23,OUT046,3783.2793437508026
FDR49,OUT045,756.6337676132306
FDB03,OUT010,576.9922458670203
FDN39,OUT045,2623.2078334313683
FDX02,OUT027,5857.597972329998
FDQ16,OUT027,2882.9841366795067
FDU35,OUT018,1555.072546385982
NCT29,OUT013,2014.9327994288262
FDZ27,OUT046,776.0269731318963
FDN57,OUT017,2040.705905281129
FDA03,OUT018,2440.0472551018793
FDZ36,OUT045,3129.507872129707
NCU05,OUT013,1394.775213746086
FDT39,OUT018,2398.488979855245
FDK60,OUT017,1544.3467341616329
FDZ25,OUT017,2787.5619445910274
FDG12,OUT046,2074.5971086752515
DRB01,OUT019,499.507683159947
NCC43,OUT027,5857.597972329998
FDX13,OUT019,572.5236300920768
FDM22,OUT049,870.7717222055409
FDJ03,OUT027,1096.8315522606254
FDU14,OUT018,3809.4421470858815
FDB33,OUT010,382.16632531393975
